symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h,rsi_mean,rsi_std,rsi_min,rsi_max,rsi_range,rsi_divergence_5m_4h,rsi_divergence_15m_1h,rsi_divergence_1m_1h,n_tf_oversold,n_tf_overbought,oi_rising,oi_spike,price_momentum_24h,price_pct_change,price_rolling_std_6,oi_pct_change,rsi_5m_slope,target_time,future_scan_time,future_price,future_return_pct,label
LINKUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,9.231,9.231,7.7e-05,27878589,25743089.082600005,-2.6100000000000003,9.591,9.155,5433207.6506,69.93,58.85,48.97,37.71,42.2,50.72,25765489.8432,-0.087,51.39666666666667,11.63861446507559,37.71,69.93,32.220000000000006,16.65,11.259999999999998,32.220000000000006,0,0,0,0,-2.6100000000000003,,,,,2026-04-27 22:28:02.383816+00:00,,,,
LUNCUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,6.5486e-05,6.5486e-05,-0.000506,74917746,4915428.232806001,13.4,6.59e-05,5.6841e-05,8751258.582526,58.78,68.73,69.17,69.94,77.99,80.66,5211368.091748,-5.679,70.87833333333333,7.759390225183074,58.78,80.66,21.879999999999995,-9.259999999999991,-0.769999999999996,-11.159999999999997,0,2,0,1,13.4,,,,,2026-04-27 22:28:02.383816+00:00,,,,
MOODENGUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.05695,0.05695,-1.8e-05,7683965,4378323.257,-1.92,0.06268,0.05563,6893184.6532,50.51,51.54,48.92,43.57,45.47,56.03,4412748.8636,-0.78,49.339999999999996,4.458950549176342,43.57,56.03,12.46,6.07,5.350000000000001,6.939999999999998,0,0,0,0,-1.92,,,,,2026-04-27 22:28:02.383816+00:00,,,,
MUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,3.7964,3.7964,-0.000449,500228,19033125.1492,-12.14,4.37952,3.74634,15665539.8222,50.97,32.94,35.15,27.31,33.0,57.84,19134030.832,-0.527,39.535000000000004,12.005926453214679,27.31,57.84,30.530000000000005,-0.060000000000002274,7.84,23.66,1,0,0,0,-12.14,,,,,2026-04-27 22:28:02.383816+00:00,,,,
NOTUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.0004005,0.0004005,-0.000181,53617444,2145233.93444,-5.83,0.0006622,0.0003884,6881786.0137,47.72,51.74,52.01,46.44,43.9,52.04,2126808.7693000003,0.866,48.975,3.4643195580084707,43.9,52.04,8.14,7.840000000000003,5.57,1.2800000000000011,0,0,1,0,-5.83,,,,,2026-04-27 22:28:02.383816+00:00,,,,
OPGUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.27142,0.27142,-0.001059,669751,1816967.4879,-10.21,0.30636,0.25174,6049333.3574,64.41,53.07,52.7,46.02,69.65,,1794542.6564999998,1.25,57.17,9.6083479329175,46.02,69.65,23.630000000000003,-16.580000000000005,6.68,18.389999999999993,0,0,1,0,-10.21,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ORCAUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,1.4747,1.4747,0.001095,9666517,14256179.2716,5.92,1.9682,1.1759,31073398.2256,54.01,41.9,43.79,51.93,58.1,84.9,14406968.722800002,-1.047,55.77166666666667,15.541726309090208,41.9,84.9,43.00000000000001,-16.200000000000003,-8.14,2.0799999999999983,0,1,0,0,5.92,,,,,2026-04-27 22:28:02.383816+00:00,,,,
PENGUUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.009864,0.009864,1e-05,101395668,10003696.60488,8.76,0.010461,0.008811,21974267.1056,48.61,52.57,51.34,56.98,68.07,74.89,10201047.3868,-1.935,58.74333333333333,10.453848414180618,48.61,74.89,26.28,-15.499999999999993,-5.6399999999999935,-8.369999999999997,0,1,0,0,8.76,,,,,2026-04-27 22:28:02.383816+00:00,,,,
PEPEUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,3.8284e-06,3.8284e-06,0.000119,12208347,24284306.685132,-2.45,4.0273e-06,3.7656e-06,36711428.719784,58.78,57.7,52.35,45.52,47.63,54.81,24658451.015484,-1.517,52.79833333333334,5.3617214275516645,45.52,58.78,13.259999999999998,10.07,6.829999999999998,13.259999999999998,0,0,0,0,-2.45,,,,,2026-04-27 22:28:02.383816+00:00,,,,
PRLUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.30995,0.30995,-0.004368,3013435,9426326.0235,39.52,0.36613,0.21512,23800759.563,74.98,61.93,53.97,58.45,73.67,72.13,9226937.8014,2.161,65.855,8.8905382289263,53.97,74.98,21.010000000000005,-11.740000000000002,-4.480000000000004,16.53,0,3,1,0,39.52,,,,,2026-04-27 22:28:02.383816+00:00,,,,
PUMPUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.001741,0.001741,0.000116,2746915,4790619.760000001,-1.24,0.001854,0.001718,6252832.906,69.69,61.13,51.53,45.66,43.69,44.67,4810131.632,-0.406,52.72833333333333,10.54809635273904,43.69,69.69,26.0,17.440000000000005,5.8700000000000045,24.03,0,0,0,0,-1.24,,,,,2026-04-27 22:28:02.383816+00:00,,,,
RAVEUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.89369,0.89369,0.002264,3619598,32302016.4716,-2.72,0.9377,0.7752,15704159.8114,66.9,64.34,62.16,52.55,38.46,45.16,32535143.3482,-0.717,54.92833333333332,11.4584473933717,38.46,66.9,28.440000000000005,25.880000000000003,9.61,14.350000000000009,0,0,0,0,-2.72,,,,,2026-04-27 22:28:02.383816+00:00,,,,
RAYUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.7422,0.7422,0.000551,3711462,2751677.9268,-1.1900000000000002,0.7569,0.7039,5042376.4046,56.68,60.07,61.51,55.94,57.74,65.65,2762451.9516,-0.39,59.598333333333336,3.6291344238904517,55.94,65.65,9.710000000000008,2.3299999999999983,5.57,0.740000000000002,0,0,0,0,-1.1900000000000002,,,,,2026-04-27 22:28:02.383816+00:00,,,,
RIVERUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,6.706,6.706,0.000756,5498924,36914276.812,0.67,6.871,6.291,9994191.036,58.96,57.15,59.26,60.17,57.04,39.56,36938410.047,-0.065,55.356666666666676,7.8354646745848235,39.56,60.17,20.61,0.10999999999999943,-0.9100000000000037,-1.2100000000000009,0,0,0,0,0.67,,,,,2026-04-27 22:28:02.383816+00:00,,,,
SIRENUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.68366,0.68366,1.6e-05,1222090,8341008.668,1.39,0.71489,0.53054,8130339.8664,37.24,50.21,56.86,57.62,51.08,48.33,8532824.0888,-2.248,50.22333333333333,7.370776530777923,37.24,57.62,20.379999999999995,-0.8699999999999974,-0.759999999999998,-20.379999999999995,0,0,0,0,1.39,,,,,2026-04-27 22:28:02.383816+00:00,,,,
SKYAIUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.16677,0.16677,-8.8e-05,2981872,4962431.3824000005,-10.38,0.19091,0.16433,6675652.9534,55.48,49.77,38.64,27.25,36.53,58.22,4884791.4598,1.589,44.315,12.09784567598711,27.25,58.22,30.97,13.240000000000002,11.39,28.229999999999997,1,0,1,0,-10.38,,,,,2026-04-27 22:28:02.383816+00:00,,,,
SOLUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,84.307,84.307,-7.8e-05,38496850,324555393.295,-2.96,88.092,83.611,151559245.6892,64.03,54.02,43.36,33.2,37.81,47.31,327210246.01710004,-0.811,46.62166666666667,11.195394439976942,33.2,64.03,30.83,16.21,10.159999999999997,30.83,0,0,0,0,-2.96,,,,,2026-04-27 22:28:02.383816+00:00,,,,
SOONUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.17061,0.17061,-1e-05,35493295,6057285.7247,-8.790000000000001,0.1938,0.17038,5713476.57204,31.53,34.6,39.03,32.67,39.92,53.45,6105551.95656,-0.791,38.53333333333333,8.04453769129505,31.53,53.45,21.92,-5.32,6.359999999999999,-1.1400000000000006,0,0,0,0,-8.790000000000001,,,,,2026-04-27 22:28:02.383816+00:00,,,,
SPXUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.3721,0.3721,-0.000502,22042022,8206244.790600001,-3.5000000000000004,0.4225,0.37,6855235.8168,48.18,39.71,36.89,36.76,46.47,57.41,8149736.724300001,0.693,44.23666666666666,8.055298049524092,36.76,57.41,20.65,-6.759999999999998,0.13000000000000256,11.420000000000002,0,0,1,0,-3.5000000000000004,,,,,2026-04-27 22:28:02.383816+00:00,,,,
SUIUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.9249,0.9249,-9.8e-05,81572922,75463110.14220001,-2.3,0.9639,0.9131,10597796.1972,64.13,58.35,50.79,41.5,41.5,47.1,75951869.1503,-0.644,50.56166666666667,9.176281200282968,41.5,64.13,22.629999999999995,16.85,9.29,22.629999999999995,0,0,0,0,-2.3,,,,,2026-04-27 22:28:02.383816+00:00,,,,
SWARMSUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.0219,0.0219,-0.001684,33407423,7319566.379299999,17.169999999999998,0.02724,0.01844,51009149.767,53.37,47.6,36.34,50.16,57.58,69.02,5660146.5802,29.318,52.345,10.862419159653156,36.34,69.02,32.67999999999999,-9.979999999999997,-13.819999999999993,3.210000000000001,0,0,1,1,17.169999999999998,,,,,2026-04-27 22:28:02.383816+00:00,,,,
TACUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.010583,0.010583,-0.001105,7024480,7436816.976,18.42,0.011238,0.00885,10065286.968,49.95,55.33,54.91,67.85,68.89,87.31,7459466.8038,-0.304,64.04,13.691461572819755,49.95,87.31,37.36,-13.560000000000002,-12.939999999999998,-17.89999999999999,0,1,0,0,18.42,,,,,2026-04-27 22:28:02.383816+00:00,,,,
TAOUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,246.3,246.3,-4.2e-05,10393185,25619201.025,-1.87,257.0,244.3,9389088.036,58.89,53.63,46.31,42.26,47.17,43.05,26017885.195,-1.532,48.55166666666667,6.472373341106544,42.26,58.89,16.630000000000003,6.460000000000001,4.050000000000004,16.630000000000003,0,0,0,0,-1.87,,,,,2026-04-27 22:28:02.383816+00:00,,,,
TRXUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.326,0.326,-0.000131,541691,17661835.055,0.7799999999999999,0.32635,0.32298,6416687.372,58.44,59.86,60.23,66.55,54.36,57.29,17863627.4,-1.13,59.455000000000005,4.0689101734985496,54.36,66.55,12.189999999999998,5.5,-6.32,-8.11,0,0,0,0,0.7799999999999999,,,,,2026-04-27 22:28:02.383816+00:00,,,,
USELESSUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.03947,0.03947,-0.000245,5549326,2190873.9048,-3.84,0.04324,0.03841,16019924.021,56.16,50.32,47.74,41.58,40.65,48.37,2259941.796,-3.056,47.47,5.757186813019011,40.65,56.16,15.509999999999998,9.670000000000002,6.160000000000004,14.579999999999998,0,0,0,1,-3.84,,,,,2026-04-27 22:28:02.383816+00:00,,,,
VELVETUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.11956,0.11956,-0.000477,1653040,1974886.888,14.94,0.1366,0.1031,11419441.0812,38.91,40.47,45.78,52.97,67.09,70.05,1949027.6065,1.327,52.544999999999995,13.383921323737674,38.91,70.05,31.14,-26.620000000000005,-7.189999999999998,-14.060000000000002,0,1,1,0,14.94,,,,,2026-04-27 22:28:02.383816+00:00,,,,
VIRTUALUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.6897,0.6897,-1.2e-05,5141828,3547347.1372,-3.3300000000000005,0.7387,0.6788,9184993.552,57.79,55.92,49.55,40.18,44.83,50.21,3646079.4161,-2.708,49.74666666666666,6.614428672732564,40.18,57.79,17.61,11.090000000000003,9.369999999999997,17.61,0,0,0,0,-3.3300000000000005,,,,,2026-04-27 22:28:02.383816+00:00,,,,
WIFUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.1754,0.1754,0.000108,11469030,20128147.65,-2.01,0.1837,0.1717,7984514.61,65.08,57.16,50.3,43.39,38.03,40.48,19922563.44,1.032,49.07333333333333,10.499648883018263,38.03,65.08,27.049999999999997,19.129999999999995,6.909999999999997,21.689999999999998,0,0,1,0,-2.01,,,,,2026-04-27 22:28:02.383816+00:00,,,,
XAGUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,75.51,75.51,-3.6e-05,32947332,24881825.1264,-0.91,76.56,74.7,5802664.7532,58.67,56.95,55.3,49.66,45.84,47.1,24876642.944,0.021,52.25333333333334,5.420840033303572,45.84,58.67,12.829999999999998,11.11,5.640000000000001,9.010000000000005,0,0,1,0,-0.91,,,,,2026-04-27 22:28:02.383816+00:00,,,,
XMRUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,382.06,382.06,0.00022,7597849,29042018.017600004,-2.97,395.79,377.01,13680193.926,44.22,47.46,46.0,43.92,51.93,60.02,29284560.7648,-0.828,48.925000000000004,6.164705183542844,43.92,60.02,16.1,-4.469999999999999,2.0799999999999983,0.29999999999999716,0,0,0,0,-2.97,,,,,2026-04-27 22:28:02.383816+00:00,,,,
XRPUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,1.39281,1.39281,1.9e-05,9982881,139045559.7204,-2.65,1.44707,1.38354,96200182.6032,55.09,50.89,44.29,31.05,35.48,48.38,139129896.18240002,-0.061,44.196666666666665,9.271348697285994,31.05,55.09,24.040000000000003,15.410000000000004,13.239999999999998,24.040000000000003,0,0,0,0,-2.65,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ZBTUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.19592,0.19592,6.4e-05,3629286,7103238.5592,-22.040000000000003,0.26425,0.16352,16890510.0418,58.24,50.88,55.31,53.98,58.74,72.68,7055007.2796,0.684,58.305,7.6110492049388325,50.88,72.68,21.800000000000004,-7.859999999999999,1.3300000000000054,4.260000000000005,0,1,1,0,-22.040000000000003,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ZECUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,352.27,352.27,-3.2e-05,15846552,55835325.972,-2.07,364.8,349.26,30609598.6238,58.68,45.46,43.88,45.69,53.03,62.03,54570660.7815,2.317,51.461666666666666,7.6559451844084325,43.88,62.03,18.15,-7.57,-1.8099999999999952,12.990000000000002,0,0,1,0,-2.07,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ZENUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,5.899,5.899,-0.000181,7106387,4192057.691300001,-4.07,6.217,5.825,5954188.6578,45.76,44.79,42.23,35.53,40.2,50.42,4197069.4817,-0.119,43.155,5.098386999826514,35.53,50.42,14.89,4.589999999999996,6.699999999999996,10.229999999999997,0,0,0,0,-4.07,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ZEREBROUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.01707,0.01707,-0.000316,88540619,1512273.77252,12.17,0.01717,0.01469,6163815.63952,47.41,60.08,63.5,62.15,53.99,65.19,1573718.26976,-3.904,58.72,6.761845901822963,47.41,65.19,17.78,6.089999999999996,1.3500000000000014,-14.740000000000002,0,0,0,1,12.17,,,,,2026-04-27 22:28:02.383816+00:00,,,,
